Place,Cases,CasesLast14Days,AvgDailyPer100K,RelativeChange,TotalTested,TotalTestedLast14Days,TotalPositiveLast14Days,PctPositive,ChangePctPositivity,Date
Chelsea,3939,172,32.6,Higher,42444,4707,203,0.0431272572763969,Higher,2020-10-29
Methuen,1616,170,22.7,Higher,34343,4820,206,0.0427385892116183,Higher,2020-10-29
Brockton,5266,287,20.9,Higher,67726,8491,346,0.0407490283829938,Higher,2020-10-29
Rockland,405,41,16.2,Higher,8485,1150,46,0.04,Higher,2020-10-29
Lowell,4034,288,17.6,Higher,78583,9085,359,0.039515685195377,Higher,2020-10-29
Somerset,332,51,19.7,Higher,10045,1474,57,0.0386702849389417,Higher,2020-10-29
Pembroke,185,37,14.2,Higher,8017,1129,43,0.0380868024800709,Higher,2020-10-29
West Springfield,550,66,16,Higher,14666,1958,73,0.0372829417773238,Higher,2020-10-29
East Longmeadow,389,43,18.2,Higher,10454,1619,59,0.0364422483014206,Higher,2020-10-29
Westfield,671,89,15.3,Higher,20158,2743,99,0.036091870215093,Higher,2020-10-29
Westport,192,33,14.2,Higher,7704,1060,38,0.0358490566037736,Higher,2020-10-29
Hanson,164,17,11.3,Lower,5074,681,24,0.0352422907488987,Lower,2020-10-29
Lakeville,117,25,15.8,Higher,5170,767,27,0.0352020860495437,Higher,2020-10-29
Wareham,299,35,10.4,Higher,9246,1123,39,0.0347284060552093,Higher,2020-10-29
Springfield,4259,352,15.9,Higher,99840,14523,496,0.0341527232665427,Higher,2020-10-29
Agawam,647,72,18,Higher,18417,2256,77,0.0341312056737589,Higher,2020-10-29
Chicopee,809,113,14.2,Higher,29943,4234,144,0.0340103920642419,Higher,2020-10-29
Dighton,96,15,13.7,Higher,3532,479,16,0.0334029227557411,Higher,2020-10-29
Leominster,913,97,17.1,Higher,24470,3043,101,0.0331909300032862,Higher,2020-10-29
Winthrop,555,96,36.4,Higher,19923,3620,120,0.0331491712707182,Higher,2020-10-29
Holyoke,1319,103,17.9,Higher,29812,3781,121,0.0320021158423698,Higher,2020-10-29
Milford,830,41,10,Higher,17084,1792,57,0.0318080357142857,Higher,2020-10-29
Clinton,359,25,12.7,Higher,8034,977,30,0.0307062436028659,Higher,2020-10-29
Chelmsford,565,64,12.7,Lower,21364,2777,82,0.0295282679150162,No Change,2020-10-29
Hanover,151,28,14,Lower,6929,1119,33,0.0294906166219839,Lower,2020-10-29
Chesterfield,9,,11.7,Lower,498,69,2,0.0289855072463768,Lower,2020-10-29
Randolph,1179,64,13.4,Higher,23022,2868,83,0.0289400278940028,Higher,2020-10-29
Webster,378,38,15.8,Lower,11724,1659,48,0.0289330922242315,Lower,2020-10-29
Abington,343,26,10.3,Lower,8650,1210,35,0.0289256198347107,Lower,2020-10-29
Wakefield,456,58,15.3,Lower,18402,2840,82,0.0288732394366197,No Change,2020-10-29
Peabody,1360,102,13.1,Higher,33760,4286,120,0.0279981334577695,Higher,2020-10-29
Whitman,264,25,11.6,Higher,7187,971,27,0.0278063851699279,Higher,2020-10-29
Swansea,224,29,13,Higher,7712,1127,31,0.0275066548358474,Higher,2020-10-29
Freetown,145,12,9.5,Higher,4028,585,16,0.0273504273504274,Higher,2020-10-29
Townsend,64,15,11.7,Higher,4249,586,16,0.0273037542662116,Higher,2020-10-29
Marshfield,283,42,11.6,Higher,11905,1657,45,0.0271575135787568,Higher,2020-10-29
Marlborough,1431,75,12.3,Lower,28810,3636,98,0.026952695269527,Lower,2020-10-29
Taunton,1295,98,12.2,Higher,33632,3904,105,0.0268954918032787,Higher,2020-10-29
Middleborough,379,29,7.7,Lower,12159,1715,46,0.0268221574344023,Lower,2020-10-29
Richmond,10,,10.8,Higher,612,75,2,0.0266666666666667,Higher,2020-10-29
Nantucket,163,19,12,Higher,7556,869,23,0.0264672036823936,Higher,2020-10-29
Ashland,362,35,12.8,Higher,11215,1594,42,0.0263488080301129,Higher,2020-10-29
Plymouth,923,79,9.1,Lower,30618,3939,103,0.0261487687230262,Lower,2020-10-29
Gloucester,404,76,19,Lower,15307,4218,110,0.0260787102892366,Lower,2020-10-29
Nahant,57,6,13.1,Higher,2205,308,8,0.025974025974026,Higher,2020-10-29
Attleboro,995,63,9.7,Lower,22027,3165,81,0.0255924170616114,Lower,2020-10-29
Fairhaven,346,42,18.7,Higher,10416,2005,51,0.0254364089775561,Higher,2020-10-29
East Bridgewater,252,19,9.2,Higher,6560,869,22,0.0253164556962025,Higher,2020-10-29
Granby,62,11,12.8,Higher,3660,597,15,0.0251256281407035,Higher,2020-10-29
Bellingham,194,21,8.4,Higher,7486,959,24,0.0250260688216893,Higher,2020-10-29
Salisbury,89,13,10.5,Higher,4015,566,14,0.0247349823321555,Higher,2020-10-29
Billerica,777,66,10.8,Higher,22642,2982,73,0.0244802146210597,Higher,2020-10-29
Malden,1777,129,13.6,Higher,45759,6491,158,0.0243413957787706,Higher,2020-10-29
Raynham,310,24,11.5,Lower,7905,1046,25,0.0239005736137667,Lower,2020-10-29
Hudson,327,29,9.9,Higher,10908,1348,32,0.0237388724035608,Higher,2020-10-29
Weymouth,1028,71,9,Lower,28813,3672,87,0.0236928104575164,Lower,2020-10-29
Woburn,906,64,11,Higher,25023,3344,79,0.0236244019138756,Higher,2020-10-29
Avon,98,7,11.4,No Change,2494,297,7,0.0235690235690236,Lower,2020-10-29
Ashby,23,,8.3,Higher,1293,170,4,0.0235294117647059,Higher,2020-10-29
Littleton,141,12,8.8,Higher,5848,725,17,0.023448275862069,Higher,2020-10-29
Russell,28,,11.4,No Change,756,128,3,0.0234375,Lower,2020-10-29
Holliston,140,25,13,Higher,8446,1197,28,0.0233918128654971,Higher,2020-10-29
Kingston,218,19,10,Lower,7950,1165,27,0.0231759656652361,Lower,2020-10-29
Lynnfield,172,22,13.5,Higher,7810,1169,27,0.0230966638152267,Higher,2020-10-29
Wales,7,,7.5,Higher,678,87,2,0.0229885057471264,Higher,2020-10-29
Holbrook,264,12,7.6,Higher,5961,786,18,0.0229007633587786,Higher,2020-10-29
Brimfield,20,5,9.6,Higher,1630,219,5,0.0228310502283105,Higher,2020-10-29
Palmer,104,14,8.4,Higher,5862,878,20,0.0227790432801822,Higher,2020-10-29
Dracut,636,43,9.5,Higher,19325,2377,54,0.0227177114009256,Higher,2020-10-29
Haverhill,1811,111,12,Lower,45628,6622,150,0.0226517668378134,No Change,2020-10-29
Halifax,82,8,7.5,Higher,3512,453,10,0.022075055187638,Higher,2020-10-29
Bernardston,13,,13.7,No Change,1252,184,4,0.0217391304347826,No Change,2020-10-29
Framingham,2586,121,11.6,Lower,49388,7223,157,0.0217361207254603,Lower,2020-10-29
West Bridgewater,179,15,14.8,Higher,4995,789,17,0.0215462610899873,Higher,2020-10-29
North Attleborough,398,39,9.2,Higher,13117,2013,43,0.0213611525086935,Higher,2020-10-29
Millville,35,,8,Lower,1294,188,4,0.0212765957446809,Lower,2020-10-29
Hingham,412,41,12.3,Lower,14838,2454,52,0.0211898940505298,Lower,2020-10-29
Norwood,754,43,10.2,Higher,19962,2651,55,0.020746887966805,No Change,2020-10-29
Leicester,211,17,10.8,Higher,7128,925,19,0.0205405405405405,Higher,2020-10-29
Dartmouth,596,59,11.4,Higher,21802,3376,69,0.0204383886255924,Higher,2020-10-29
Granville,15,,9.2,Higher,715,98,2,0.0204081632653061,Higher,2020-10-29
Newburyport,179,29,11.6,Higher,12470,1725,35,0.0202898550724638,Higher,2020-10-29
Ludlow,204,22,7.5,Higher,11496,1688,34,0.0201421800947867,Higher,2020-10-29
Douglas,73,9,6.8,Higher,3940,508,10,0.0196850393700787,Higher,2020-10-29
Middleton,370,13,9,Lower,6295,715,14,0.0195804195804196,Lower,2020-10-29
Wilmington,430,30,8.8,Higher,12496,1794,35,0.0195094760312152,Higher,2020-10-29
Bolton,23,7,9.9,Higher,3145,414,8,0.0193236714975845,Higher,2020-10-29
Huntington,22,,9.7,Higher,1092,156,3,0.0192307692307692,Higher,2020-10-29
Canton,442,40,12.4,Higher,16828,2393,46,0.0192227329711659,Higher,2020-10-29
Rochester,59,7,8.9,Lower,2371,366,7,0.0191256830601093,Lower,2020-10-29
Burlington,365,30,7.8,Higher,14283,1903,36,0.0189174986862848,Higher,2020-10-29
Monson,79,7,5.9,Lower,4086,584,11,0.0188356164383562,Lower,2020-10-29
Braintree,1008,56,10.2,Higher,25000,3680,69,0.01875,Higher,2020-10-29
Wrentham,286,20,12.7,No Change,8852,1346,25,0.0185735512630015,Higher,2020-10-29
Millbury,265,14,7.3,Higher,7210,923,17,0.0184182015167931,Higher,2020-10-29
Mendon,50,7,8.6,No Change,2975,443,8,0.018058690744921,No Change,2020-10-29
Georgetown,97,11,8.8,Higher,4435,669,12,0.0179372197309417,Higher,2020-10-29
Northfield,7,,9.6,Higher,1858,224,4,0.0178571428571429,Higher,2020-10-29
Dedham,580,45,11.8,Higher,20673,2644,47,0.0177760968229955,Higher,2020-10-29
West Boylston,83,9,8.2,Higher,4411,567,10,0.017636684303351,Higher,2020-10-29
Gardner,258,26,9.3,Higher,13832,1605,28,0.0174454828660436,Higher,2020-10-29
Blackstone,90,10,7.9,Higher,3993,574,10,0.0174216027874564,Higher,2020-10-29
Scituate,267,19,7.5,Lower,9543,1388,24,0.0172910662824208,No Change,2020-10-29
Barnstable,539,32,5.1,Higher,19923,2443,42,0.0171919770773639,Higher,2020-10-29
Stoughton,729,29,7.5,Higher,16309,2055,35,0.0170316301703163,Higher,2020-10-29
Sherborn,28,,5.6,Higher,2470,353,6,0.0169971671388102,Higher,2020-10-29
Mansfield,269,32,9.7,Higher,12643,1916,32,0.0167014613778706,Higher,2020-10-29
Hubbardston,16,6,9.2,Higher,2171,361,6,0.0166204986149585,Higher,2020-10-29
Southbridge,246,14,5.9,Lower,8923,1084,18,0.0166051660516605,Lower,2020-10-29
Duxbury,186,17,8,Lower,9135,1281,21,0.0163934426229508,No Change,2020-10-29
Ashburnham,49,7,8,Higher,3458,428,7,0.0163551401869159,Higher,2020-10-29
Amesbury,231,13,5.6,Lower,8552,1063,17,0.0159924741298213,Lower,2020-10-29
Bedford,308,19,9.1,Higher,13493,1329,21,0.0158013544018059,Higher,2020-10-29
Rehoboth,109,10,5.7,Lower,4553,697,11,0.0157819225251076,Lower,2020-10-29
Walpole,349,25,6.9,Higher,15624,2096,33,0.0157442748091603,Higher,2020-10-29
Lunenburg,89,9,6.2,Higher,5192,640,10,0.015625,Higher,2020-10-29
State,150498,11557,11.8,Higher,5865571,899970,13974,0.01552718,Higher,2020-10-29
Westwood,198,21,10.2,Higher,9901,1356,21,0.0154867256637168,Higher,2020-10-29
Southwick,79,5,3.6,No Change,4398,583,9,0.0154373927958834,Higher,2020-10-29
Oxford,132,12,6.2,Lower,6525,909,14,0.0154015401540154,Lower,2020-10-29
Ware,59,11,7.7,Higher,5102,716,11,0.0153631284916201,Higher,2020-10-29
Westborough,436,23,8.7,Higher,12424,1765,27,0.0152974504249292,Higher,2020-10-29
Winchester,193,36,11.5,Higher,16652,2626,40,0.0152322924600152,Higher,2020-10-29
Danvers,850,35,8.8,Higher,19835,2495,38,0.0152304609218437,Higher,2020-10-29
Shrewsbury,497,45,8.2,Lower,23829,3427,52,0.0151736212430697,Lower,2020-10-29
Harwich,173,8,4.5,Higher,5860,598,9,0.0150501672240803,Higher,2020-10-29
Sutton,91,10,8,Higher,4809,665,10,0.0150375939849624,Higher,2020-10-29
West Newbury,26,,7,Lower,2388,333,5,0.015015015015015,Higher,2020-10-29
Ipswich,108,14,7.4,Higher,7236,1003,15,0.0149551345962114,Higher,2020-10-29
Northborough,286,21,11,Higher,9692,1544,23,0.0148963730569948,Higher,2020-10-29
Maynard,108,9,6.2,Higher,6135,739,11,0.0148849797023004,Higher,2020-10-29
Quincy,1672,99,7,Higher,59263,7814,114,0.0145891988738162,No Change,2020-10-29
Tewksbury,733,51,11.8,Higher,23379,3839,56,0.0145871320656421,Higher,2020-10-29
Franklin,248,27,5.7,Lower,15633,2071,30,0.0144857556735876,No Change,2020-10-29
Princeton,13,,8.8,Higher,2124,282,4,0.0141843971631206,Higher,2020-10-29
Eastham,20,,4.6,Higher,1762,213,3,0.0140845070422535,Higher,2020-10-29
Medway,164,10,5.5,Higher,7190,928,13,0.0140086206896552,Higher,2020-10-29
Athol,110,14,8.4,Higher,6837,1001,14,0.013986013986014,Higher,2020-10-29
Lee,27,,3.6,Higher,2567,286,4,0.013986013986014,Higher,2020-10-29
Carver,101,8,4.7,Lower,4950,648,9,0.0138888888888889,Lower,2020-10-29
Foxborough,205,21,8.3,Higher,18844,2596,36,0.0138674884437596,Higher,2020-10-29
Dunstable,14,,6.4,Higher,1438,219,3,0.0136986301369863,Higher,2020-10-29
Cohasset,48,9,8.7,Higher,3811,658,9,0.013677811550152,No Change,2020-10-29
Southampton,46,5,5.9,Higher,3161,441,6,0.0136054421768707,Higher,2020-10-29
Stoneham,497,18,5.8,Lower,15976,2240,30,0.0133928571428571,Higher,2020-10-29
Auburn,299,17,7.4,No Change,9979,1350,18,0.0133333333333333,No Change,2020-10-29
Bridgewater,471,34,8.5,Higher,21204,2855,38,0.0133099824868652,Higher,2020-10-29
Boxford,72,9,8.3,Lower,4478,680,9,0.0132352941176471,Lower,2020-10-29
Salem,942,45,7.1,Higher,33964,4551,60,0.01318391562294,Higher,2020-10-29
Medfield,67,12,7.5,Higher,7260,1081,14,0.0129509713228492,Higher,2020-10-29
Carlisle,30,,6,Higher,2611,312,4,0.0128205128205128,Higher,2020-10-29
Mattapoisett,59,5,6.2,Lower,2959,471,6,0.0127388535031847,Lower,2020-10-29
Melrose,378,30,7.4,Higher,22973,3151,40,0.0126943827356395,Higher,2020-10-29
Barre,75,,5.1,Higher,2689,396,5,0.0126262626262626,Higher,2020-10-29
Hopedale,65,5,6.3,Higher,3445,396,5,0.0126262626262626,Higher,2020-10-29
Sturbridge,70,9,6.2,Higher,4667,713,9,0.0126227208976157,Higher,2020-10-29
Pepperell,87,7,4.1,Lower,4883,641,8,0.0124804992199688,Lower,2020-10-29
Dover,35,7,9.6,Higher,3677,569,7,0.0123022847100176,Higher,2020-10-29
Hopkinton,171,16,7,Higher,10180,1410,17,0.0120567375886525,Higher,2020-10-29
Westford,238,13,4,Lower,12579,1579,19,0.0120329322355921,Lower,2020-10-29
Lancaster,124,5,4.2,Higher,4082,424,5,0.0117924528301887,Higher,2020-10-29
Worcester,7088,386,14.4,Higher,247624,38437,452,0.011759502562635,Higher,2020-10-29
Hull,91,,2.9,Lower,4618,596,7,0.011744966442953,Lower,2020-10-29
Reading,375,23,6,Higher,15761,2146,25,0.0116495806150979,Higher,2020-10-29
Northbridge,371,9,3.6,Lower,8992,951,11,0.0115667718191378,Higher,2020-10-29
Dalton,28,,4.4,Higher,2817,346,4,0.0115606936416185,Higher,2020-10-29
Stow,40,6,5.9,No Change,4112,528,6,0.0113636363636364,No Change,2020-10-29
Templeton,137,7,5.6,Higher,4424,617,7,0.0113452188006483,Higher,2020-10-29
North Brookfield,30,,3.1,No Change,2114,269,3,0.0111524163568773,Lower,2020-10-29
North Reading,254,13,5.6,Higher,9742,1535,17,0.0110749185667752,Higher,2020-10-29
Bourne,227,15,5.1,Higher,11591,1749,19,0.010863350485992,Higher,2020-10-29
Watertown,514,34,7.3,Higher,25888,4015,43,0.0107098381070984,Higher,2020-10-29
Harvard,26,,4.1,Higher,3093,380,4,0.0105263157894737,Higher,2020-10-29
Shirley,192,5,4.2,Higher,5433,480,5,0.0104166666666667,Higher,2020-10-29
Norwell,156,8,5.3,No Change,6204,1067,11,0.0103092783505155,Lower,2020-10-29
Westminster,51,6,5.8,Higher,3957,582,6,0.0103092783505155,Higher,2020-10-29
Marblehead,297,11,4.1,Lower,11923,1369,14,0.0102264426588751,No Change,2020-10-29
Mashpee,97,8,3.7,Higher,7508,888,9,0.0101351351351351,Higher,2020-10-29
Boston,20457,1536,15.8,Higher,1032439,178525,1808,0.0101274331326145,Higher,2020-10-29
Groveland,57,,3.1,No Change,3460,496,5,0.0100806451612903,No Change,2020-10-29
Plainville,109,7,5.5,Lower,4549,697,7,0.0100430416068867,Lower,2020-10-29
Ayer,162,,3.5,Lower,7411,628,6,0.00955414012738854,No Change,2020-10-29
Grafton,142,15,5.4,Higher,11787,1803,17,0.00942872989462008,Higher,2020-10-29
Natick,545,27,5.4,Lower,23370,3355,31,0.00923994038748137,No Change,2020-10-29
Beverly,790,65,11.3,Higher,46010,8428,76,0.00901756051257713,Higher,2020-10-29
Winchendon,104,5,3.3,Lower,4848,669,6,0.00896860986547086,Lower,2020-10-29
Southborough,83,14,10.3,Higher,8541,1674,15,0.00896057347670251,No Change,2020-10-29
Newbury,28,6,6.4,Higher,3788,670,6,0.00895522388059702,Higher,2020-10-29
Arlington,421,42,6.5,Higher,31903,5038,45,0.00893211591901548,Higher,2020-10-29
Royalston,5,,5.6,Higher,557,112,1,0.00892857142857143,Higher,2020-10-29
Shelburne,12,,11.6,Higher,1939,337,3,0.00890207715133532,Higher,2020-10-29
Andover,447,33,6.5,Higher,26968,4633,41,0.0088495575221239,Higher,2020-10-29
Wayland,135,11,5.9,Higher,8982,1245,11,0.00883534136546185,Higher,2020-10-29
Waltham,1683,160,17.1,Higher,96881,19715,173,0.00877504438244992,Higher,2020-10-29
Hampden,110,,2.9,Higher,3044,463,4,0.00863930885529158,No Change,2020-10-29
Colrain,5,,4.4,No Change,770,119,1,0.00840336134453782,No Change,2020-10-29
Uxbridge,121,9,4.2,Lower,6652,1081,9,0.00832562442183164,Lower,2020-10-29
Sudbury,245,11,4.4,Lower,11067,1332,11,0.00825825825825826,No Change,2020-10-29
Swampscott,191,14,7.3,Lower,10113,1699,14,0.00824014125956445,Lower,2020-10-29
Oakham,12,,3.4,Higher,865,122,1,0.00819672131147541,Higher,2020-10-29
Dennis,121,,2.2,Lower,5416,611,5,0.00818330605564649,Lower,2020-10-29
Belchertown,160,12,5.4,Higher,10223,1592,13,0.00816582914572865,Higher,2020-10-29
Yarmouth,149,8,2.4,Higher,10132,1116,9,0.00806451612903226,Higher,2020-10-29
Longmeadow,275,13,6,Higher,10489,1616,13,0.00804455445544555,Higher,2020-10-29
Weston,150,10,6.4,Higher,9943,1619,13,0.0080296479308215,Higher,2020-10-29
Wilbraham,298,14,6.9,Lower,14515,2371,19,0.00801349641501477,Lower,2020-10-29
Holden,186,12,4.5,Higher,12533,1627,13,0.00799016594960049,Higher,2020-10-29
Charlton,134,8,4.1,No Change,8305,1010,8,0.00792079207920792,No Change,2020-10-29
North Andover,658,60,14.2,Higher,52154,10064,74,0.00735294117647059,Higher,2020-10-29
Milton,458,28,7,Lower,30727,4714,34,0.0072125583368689,Lower,2020-10-29
Sandwich,138,8,2.7,Higher,8742,1277,9,0.00704776820673454,Higher,2020-10-29
Acton,220,11,3.3,Higher,12912,1563,11,0.00703774792066539,Higher,2020-10-29
Millis,74,,3.6,Lower,4151,571,4,0.00700525394045534,Lower,2020-10-29
Sterling,139,5,4.5,Higher,5632,714,5,0.00700280112044818,No Change,2020-10-29
East Brookfield,15,,3.2,No Change,983,143,1,0.00699300699300699,No Change,2020-10-29
Topsfield,131,,4.9,No Change,4550,716,5,0.00698324022346369,No Change,2020-10-29
Pittsfield,255,15,2.4,Higher,21899,2166,15,0.00692520775623269,Higher,2020-10-29
Easthampton,157,17,7.5,Higher,17086,2954,20,0.00677048070413,Higher,2020-10-29
Greenfield,243,11,4.5,Higher,11514,1635,11,0.00672782874617737,Higher,2020-10-29
Belmont,293,16,4.2,Higher,19573,3134,21,0.00670070197830249,Higher,2020-10-29
Norfolk,51,,2.3,Higher,6712,750,5,0.00666666666666667,Higher,2020-10-29
Holland,14,,2.8,Lower,1110,161,1,0.0062111801242236,Lower,2020-10-29
Erving,7,,3.4,Higher,1007,162,1,0.00617283950617284,Higher,2020-10-29
Lincoln,55,,2.5,Higher,4103,488,3,0.00614754098360656,Higher,2020-10-29
Lanesborough,9,,2.3,No Change,1304,164,1,0.00609756097560976,No Change,2020-10-29
Sharon,204,8,3.1,Higher,11066,1541,9,0.00584036340038936,Higher,2020-10-29
Medford,1376,70,8.2,Higher,79787,14231,83,0.00583233785398075,No Change,2020-10-29
Rowley,76,,2.3,No Change,3500,352,2,0.00568181818181818,Lower,2020-10-29
Upton,39,,1.6,Lower,3606,536,3,0.00559701492537314,No Change,2020-10-29
Manchester,28,,1.4,Lower,2432,359,2,0.00557103064066853,Lower,2020-10-29
Rutland,74,,3.2,No Change,5091,725,4,0.00551724137931035,Lower,2020-10-29
Groton,64,7,4.3,Higher,8179,1276,7,0.0054858934169279,No Change,2020-10-29
Boylston,32,,3.2,Higher,2693,373,2,0.00536193029490617,Higher,2020-10-29
Tisbury,20,,3.4,No Change,5653,566,3,0.00530035335689046,No Change,2020-10-29
Concord,210,7,2.7,Lower,15232,2079,11,0.00529100529100529,Lower,2020-10-29
Lexington,380,10,2.1,Higher,18575,2598,13,0.00500384911470362,No Change,2020-10-29
Norton,226,25,9,Higher,30936,5872,29,0.00493869209809265,Higher,2020-10-29
Falmouth,296,10,2.3,Higher,19316,2320,11,0.00474137931034483,Higher,2020-10-29
Hamilton,53,,1.9,Higher,3771,468,2,0.00427350427350428,Higher,2020-10-29
Orleans,23,,1.3,Higher,2170,249,1,0.00401606425702811,Higher,2020-10-29
Berlin,28,0,0,Lower,1787,255,1,0.00392156862745098,Lower,2020-10-29
Rockport,93,,2.2,Lower,3201,517,2,0.00386847195357834,Lower,2020-10-29
Chatham,37,,1.2,No Change,2709,265,1,0.00377358490566038,Higher,2020-10-29
Somerville,1429,80,7.5,Lower,131472,23943,90,0.00375892745270016,No Change,2020-10-29
Oak Bluffs,13,,1.4,Lower,2963,272,1,0.0036764705882353,Lower,2020-10-29
Spencer,112,,1.2,No Change,6272,816,3,0.0036764705882353,No Change,2020-10-29
Needham,429,10,2.4,Higher,24033,3574,13,0.00363738108561836,No Change,2020-10-29
Newton,1109,72,5.6,No Change,121847,24292,87,0.003581425983863,No Change,2020-10-29
Leverett,6,,3.5,Higher,1776,281,1,0.00355871886120997,Higher,2020-10-29
Easton,384,19,5.7,Higher,33872,5745,20,0.00348128807658834,Higher,2020-10-29
Hatfield,22,0,0,Lower,2033,289,1,0.00346020761245675,Lower,2020-10-29
Orange,52,,1.8,No Change,4253,579,2,0.00345423143350605,No Change,2020-10-29
Lenox,25,,1.5,No Change,3067,294,1,0.00340136054421769,No Change,2020-10-29
South Hadley,229,7,2.8,Higher,13585,2180,7,0.00321100917431193,No Change,2020-10-29
Boxborough,33,,1.4,Higher,2673,318,1,0.00314465408805032,Higher,2020-10-29
West Brookfield,27,,1.9,Higher,2665,354,1,0.00282485875706215,Higher,2020-10-29
Paxton,56,,5.8,Lower,10397,1886,5,0.00265111346765642,No Change,2020-10-29
Brookline,546,19,2.1,Lower,58459,9528,24,0.00251889168765743,No Change,2020-10-29
Edgartown,19,,1.7,Higher,4536,406,1,0.00246305418719212,Higher,2020-10-29
Wenham,33,,1.4,No Change,4190,415,1,0.00240963855421687,No Change,2020-10-29
Dudley,133,6,3.5,Lower,18055,3378,8,0.00236826524570752,No Change,2020-10-29
Marion,23,,3.1,No Change,6617,1011,2,0.0019782393669634,No Change,2020-10-29
Brewster,128,,0.7,Lower,4794,546,1,0.00183150183150183,Lower,2020-10-29
Wellesley,314,14,3.4,Higher,56918,9959,17,0.00170699869464806,No Change,2020-10-29
Northampton,336,6,1.5,No Change,28580,4120,7,0.00169902912621359,No Change,2020-10-29
Cambridge,1302,61,3.9,Lower,236296,44574,72,0.00161529142549468,No Change,2020-10-29
Montague,31,,0.8,No Change,4824,628,1,0.00159235668789809,No Change,2020-10-29
Hadley,53,,2.5,No Change,8211,1325,2,0.00150943396226415,No Change,2020-10-29
North Adams,67,,1.1,No Change,9440,1358,2,0.00147275405007364,No Change,2020-10-29
Deerfield,21,,4,Higher,10248,2213,3,0.00135562584726615,No Change,2020-10-29
Great Barrington,85,,1.1,Higher,9024,1111,1,0.0009000900090009,No Change,2020-10-29
Sheffield,24,,2.3,Lower,3908,1119,1,0.000893655049151028,No Change,2020-10-29
Amherst,277,16,2.8,Lower,117470,24116,20,0.000829324929507381,No Change,2020-10-29
Sunderland,25,,1.9,Lower,7921,1645,1,0.000607902735562311,No Change,2020-10-29
Williamstown,100,,1.9,Higher,27559,6580,2,0.000303951367781155,No Change,2020-10-29
Adams,46,0,0,No Change,3677,491,0,0,No Change,2020-10-29
Ashfield,7,0,0,No Change,795,104,0,0,No Change,2020-10-29
Becket,17,0,0,Lower,707,79,0,0,Lower,2020-10-29
Brookfield,27,0,0,Lower,1686,182,0,0,Lower,2020-10-29
Chester,6,0,0,No Change,458,49,0,0,No Change,2020-10-29
Clarksburg,9,0,0,No Change,583,83,0,0,No Change,2020-10-29
Egremont,7,0,0,No Change,444,60,0,0,No Change,2020-10-29
Essex,29,0,0,No Change,1529,213,0,0,No Change,2020-10-29
Goshen,5,0,0,No Change,274,37,0,0,No Change,2020-10-29
Gosnold,5,0,0,No Change,110,0,0,0,No Change,2020-10-29
Hardwick,10,0,0,No Change,1206,123,0,0,No Change,2020-10-29
Hawley,0,0,0,No Change,43,3,0,0,No Change,2020-10-29
Heath,0,0,0,No Change,227,34,0,0,No Change,2020-10-29
Hinsdale,5,0,0,No Change,988,106,0,0,No Change,2020-10-29
Leyden,0,0,0,No Change,91,18,0,0,No Change,2020-10-29
Merrimac,47,0,0,Lower,3342,415,0,0,Lower,2020-10-29
Middlefield,0,0,0,No Change,94,10,0,0,No Change,2020-10-29
Montgomery,7,0,0,No Change,117,11,0,0,No Change,2020-10-29
Mount Washington,0,0,0,No Change,31,5,0,0,No Change,2020-10-29
New Ashford,0,0,0,No Change,59,5,0,0,No Change,2020-10-29
New Marlborough,9,0,0,No Change,426,52,0,0,No Change,2020-10-29
Petersham,10,0,0,No Change,597,85,0,0,No Change,2020-10-29
Phillipston,19,0,0,No Change,634,77,0,0,No Change,2020-10-29
Plympton,15,0,0,No Change,1194,143,0,0,Lower,2020-10-29
Provincetown,30,0,0,No Change,1958,148,0,0,No Change,2020-10-29
Sandisfield,8,0,0,No Change,650,71,0,0,No Change,2020-10-29
Stockbridge,15,0,0,No Change,999,113,0,0,No Change,2020-10-29
Truro,13,0,0,No Change,869,104,0,0,No Change,2020-10-29
Warren,32,0,0,No Change,1994,274,0,0,No Change,2020-10-29
